x_chest,y_chest,z_chest,x_ankle,y_ankle,z_ankle,position
251,-40,-13,-24,-63,-239,12
252,-41,17,-27,-65,-240,12
248,-46,27,-26,-59,-243,12
253,-38,31,-36,-58,-242,12
253,-42,30,-36,-58,-243,12
254,-41,29,-37,-58,-243,12
253,-40,29,-37,-58,-243,12
254,-41,30,-37,-58,-242,12
254,-39,30,-37,-59,-242,12
253,-41,31,-37,-58,-242,12
254,-40,33,-36,-58,-242,12
253,-40,33,-37,-58,-242,12
254,-39,32,-37,-58,-243,12
254,-39,31,-36,-58,-242,12
254,-38,31,-36,-58,-243,12
254,-40,26,-37,-58,-243,12
254,-38,27,-37,-58,-243,12
254,-39,26,-37,-58,-243,12
254,-39,27,-37,-58,-242,12
254,-37,28,-36,-59,-243,12
254,-40,28,-36,-58,-243,12
253,-37,31,-37,-58,-243,12
253,-41,30,-36,-58,-243,12
253,-38,31,-36,-58,-243,12
253,-40,30,-36,-58,-242,12
254,-37,31,-36,-58,-243,12
254,-40,30,-36,-58,-242,12
254,-38,31,-37,-58,-243,12
254,-39,31,-37,-58,-243,12
253,-39,31,-36,-58,-243,12
254,-39,31,-36,-58,-243,12
254,-38,31,-36,-58,-243,12
254,-39,31,-36,-58,-243,12
254,-39,31,-36,-57,-243,12
254,-38,31,-36,-57,-243,12
254,-39,31,-36,-58,-243,12
254,-39,31,-36,-58,-243,12
254,-39,31,-37,-57,-243,12
254,-37,31,-37,-58,-243,12
254,-39,31,-37,-58,-242,12
254,-37,31,-37,-57,-243,12
254,-38,31,-36,-58,-243,12
254,-36,31,-36,-57,-243,12
254,-38,31,-37,-58,-243,12
254,-38,31,-37,-58,-243,12
254,-37,31,-37,-57,-243,12
254,-37,31,-37,-58,-243,12
254,-38,31,-36,-57,-243,12
254,-38,31,-37,-57,-243,12
254,-37,31,-37,-57,-243,12
254,-38,31,-37,-58,-243,12
254,-37,32,-37,-57,-243,12
254,-38,31,-37,-58,-243,12
254,-36,32,-37,-57,-243,12
254,-38,31,-37,-58,-243,12
